NAME,AIRCRAFT_MODEL, TAIL REGISTRATION,TOTAL MILES FLOWN, TOTAL FLIGHTS, TOTAL FUEL USED , TOTAL FLIGHT TIME , TOTAL CO2 POLLUTION 
(CLICK TO ENLARGE)Ron DeSantis is an American politician and attorney who is the current Governor of Florida. He is criticized for his unwavering support of conservative policies and his association with former PresidentDonald Trump. The private jet used by DeSantis is owned by the state of Florida and is used for government business.Flight History for Ron DeSantisRon DeSantis,Cessna Citation Latitude,N943FL,"182,339 miles",626,"230,310 gallons",30 days9 hours50 minutes,"2,580metric tons"
"(CLICK TO ENLARGE)Ronald Perelman is an American businessman, financier and investor. He made his first fortune acquiring a series of local television stations, which he later sold toRupert Murdochthat became theFox Network. Perelman currently owns a range of companies, includingRetailMeNot,RevlonandScientific Games, which manufactures products for the gambling industry. His net worth is estimated to be over $4 billion.Flight History for Ronald PerelmanRonald Perelman","(CLICK TO ENLARGE)The Gulfstream G650 (GLF6) is a large business jet manufactured byGulfstream Aerospace, the first customer delivery of this aircraft was in December of 2012. This model can accommodate 11 to 18 passengers, has a range of 8,000 miles, and a cruising speed of 594 mph. A typical Gulfstream G650 costs between 64-70 million dollars, and over 470 individual aircraft have been produced. This is most popular jet among the celebrities we are tracking, and is owned byKim Kardashian,Alex Rodriguez,Bill Gates,Oprah Winfreyand14 other celebrities.Gulfstream G650Gulfstream G650",N838MF,"132,034 miles",125,"156,460 gallons",13 days35 minutes,"1,563metric tons"
"(CLICK TO ENLARGE)Rupert Murdoch is a newspaper publisher and media entrepreneur. He is the founder of News Corporation, a global media company that includesFox Network,The Wall Street Journal,Investors Business DailyandHarperCollins. Murdoch’s estimated net worth is over $16 billion.Flight History for Rupert MurdochRupert Murdoch","(CLICK TO ENLARGE)The Gulfstream G650 (GLF6) is a large business jet manufactured byGulfstream Aerospace, the first customer delivery of this aircraft was in December of 2012. This model can accommodate 11 to 18 passengers, has a range of 8,000 miles, and a cruising speed of 594 mph. A typical Gulfstream G650 costs between 64-70 million dollars, and over 470 individual aircraft have been produced. This is most popular jet among the celebrities we are tracking, and is owned byKim Kardashian,Alex Rodriguez,Bill Gates,Oprah Winfreyand14 other celebrities.Gulfstream G650Gulfstream G650",N898NC,"116,947 miles",90,"148,110 gallons",12 days7 hours50 minutes,"1,491metric tons"
"(CLICK TO ENLARGE)Sergey Brin is an American technology entrepreneur, who is best known for co-foundingGooglewith Larry Page. Brin has an estimated net worth of $95 billion.Flight History for Sergey BrinSergey Brin","(CLICK TO ENLARGE)The Gulfstream G650 (GLF6) is a large business jet manufactured byGulfstream Aerospace, the first customer delivery of this aircraft was in December of 2012. This model can accommodate 11 to 18 passengers, has a range of 8,000 miles, and a cruising speed of 594 mph. A typical Gulfstream G650 costs between 64-70 million dollars, and over 470 individual aircraft have been produced. This is most popular jet among the celebrities we are tracking, and is owned byKim Kardashian,Alex Rodriguez,Bill Gates,Oprah Winfreyand14 other celebrities.Gulfstream G650Gulfstream G650",N232G,"242,421 miles",101,"259,010 gallons",21 days13 hours37 minutes,"2,584metric tons"
(CLICK TO ENLARGE)Steve Ballmer is an American businessman and investor. Ballmer is the former CEO of Microsoft and is the current owner of Los Angeles Clippers. He has an estimated net worth of $96 billion.Flight History for Steve BallmerSteve Ballmer,"(CLICK TO ENLARGE)The Gulfstream G650 (GLF6) is a large business jet manufactured byGulfstream Aerospace, the first customer delivery of this aircraft was in December of 2012. This model can accommodate 11 to 18 passengers, has a range of 8,000 miles, and a cruising speed of 594 mph. A typical Gulfstream G650 costs between 64-70 million dollars, and over 470 individual aircraft have been produced. This is most popular jet among the celebrities we are tracking, and is owned byKim Kardashian,Alex Rodriguez,Bill Gates,Oprah Winfreyand14 other celebrities.Gulfstream G650Gulfstream G650",N709DS,"321,879 miles",296,"382,860 gallons",31 days21 hours18 minutes,"3,830metric tons"
"(CLICK TO ENLARGE)Steve Wynn is an renowned American businessman who is best known for his contributions to the hospitality and gaming industries. He is the founder ofWynn Resorts, one of the world’s largest casino hotel chains. Wynn has an estimated net worth of $3 billion.Flight History for Steve WynnSteve Wynn",Gulfstream V,N88WR,"285,214 miles",541,"326,420 gallons",36 days15 hours49 minutes,"4,395metric tons"
(CLICK TO ENLARGE)Steven Spielberg is an American filmmaker and entertainment icon. He is best known for inventing the Hollywood blockbuster and being the most commercially successful film director of all time. Spielberg co-foundedDreamWorks SKGwithDavid Geffenand Jeffrey Katzenberg. His net worth is estimated to be $4 billion.Flight History for Steven SpielbergSteven Spielberg,"(CLICK TO ENLARGE)The Gulfstream G650 (GLF6) is a large business jet manufactured byGulfstream Aerospace, the first customer delivery of this aircraft was in December of 2012. This model can accommodate 11 to 18 passengers, has a range of 8,000 miles, and a cruising speed of 594 mph. A typical Gulfstream G650 costs between 64-70 million dollars, and over 470 individual aircraft have been produced. This is most popular jet among the celebrities we are tracking, and is owned byKim Kardashian,Alex Rodriguez,Bill Gates,Oprah Winfreyand14 other celebrities.Gulfstream G650Gulfstream G650",N900KS,"162,174 miles",107,"182,100 gallons",15 days3 hours7 minutes,"1,819metric tons"
Taylor Swift (sold),Dassault Falcon 900,N898TS,"40,513 miles",41,"26,470 gallons",3 days20 hours33 minutes,356metric tons
"(CLICK TO ENLARGE)Taylor Swift is a singer, songwriter, and actress known for her earworm pop-country hits and relatable lyrics. She has won numerous accolades throughout her career, including 11 Grammys. While she is often criticized for excessive private jet usage, celebrities likeJay ZandBill GatesandMichael Bloombergare much worse. Taylor Swift owns two private jets, a Dassault Falcon 900 tail registrationN898TSand a Dassault Falcon 7X tail registrationN621MM. Swift’s estimated net worth is $365 million.Flight History for Taylor SwiftTaylor Swift (plane #1)",Dassault Falcon 7X,N621MM,"148,980 miles",136,"119,030 gallons",15 days13 hours8 minutes,"1,397metric tons"
(CLICK TO ENLARGE)Tommy Hilfiger is an American fashion designer known for his eponymous brand which he founded in 1985. He is best known for his preppy and classic American style clothing. Hilfiger has an estimated net worth of $450 million.Flight History for Tommy HilfigerTommy Hilfiger,Dassault Falcon 900,N818TH,"104,667 miles",104,"78,830 gallons",10 days19 hours16 minutes,"1,049metric tons"
"(CLICK TO ENLARGE)Tiger Woods is an American Golfer, and is widely reguarded as one of the greatest golfers of all time. His professional golf acomplishments and tumultuous personal life have made him one of the world’s most recognized professional athletes. Tyler Perry’s net worth is estimated at 1.3 billion.Flight History for Tiger WoodsTiger Woods",Gulfstream V,N517TW,"23,790 miles",30,"27,300 gallons",3 days1 hour27 minutes,364metric tons
"(CLICK TO ENLARGE)Tom Cruise is an American actor and producer, known for his roles in blockbuster movies such asTop GunandMission: Impossible. Cruise is an aviation enthusiast aand has a pilots license. LikeHarrison Fordhe also owns vintage aircraft. Cruise has an estimated net worth of $570 million.Flight History for Tom CruiseTom Cruise",Bombardier Challenger 350,N350XX,"283,654 miles",291,"246,580 gallons",31 days2 hours8 minutes,"2,272metric tons"
(CLICK TO ENLARGE)Travis Scott is an American rapper and songwriter who gained popularity in the early 2010s. His creative and unique musical style have earned him global recognition as one of the most influential artists in hip-hop industry. Scott’s estimated net worth is around $80 million.Flight History for Travis ScottTravis Scott,Embraer E-190,N713TS,"460,504 miles",342,"872,540 gallons",49 days4 hours7 minutes,"11,818metric tons"
"(CLICK TO ENLARGE)Tyler Perry is an American actor and filmmaker, he is best known for playing his character Mabel""Madea""Simmons. He has also developed several television shows including Tyler Perry’s House of Payne. Tyler Perry’s net worth is estimated at 1.4 billion.Flight History for Tyler PerryTyler Perry",Embraer E-190,N378TP,"47,440 miles",42,"91,990 gallons",5 days3 hours7 minutes,"1,232metric tons"
"(CLICK TO ENLARGE)Under Armouris an American company that is known for its high-quality sports and fitness wear. Under Armour clothing is designed to keep athletes cool, comfortable and dry through a combination of fabric and technology, the company has an estimated value of $9 billion.Flight History for Under Armour CorporationUnder Armour Corporation",Gulfstream V,N96UA,"162,981 miles",166,"162,430 gallons",18 days3 hours57 minutes,"2,177metric tons"
"MORE INFORMATIONGot a question about our how our Celebrity Private Jet Tracker works, see ourFlight Tracker FAQ.Flight Data provided byAirplanes.live,ADSB.fiandADSB Exchange, click theicon to see the flight on ADSB Exchange.Aircraft fuel consumption estimates are based on manufacturer data fromGulfstream,Bombardier,Dassault,Learjet,PrivateJetCardComparisons.comandICCT 2CO Emissions From Commercial Aviation.Airplane carbon emission estimates are based on data fromParamount Carbon Offset CalculatorandICCT 2CO Emissions From Commercial Aviation.",,,,,,,
"(CLICK TO ENLARGE)Donald Trump is a real estate developer, entrepreneur an former US President, he is known for his controversial persona and outspoken nature. He gained fame with his reality TV show ""The Apprentice"". Trump’s net worth is estimated to be over $2 billion.Flight History for Donald TrumpDonald Trump",Boeing 757,N757AF,"367,541 milesGot a question about our how our Celebrity Private Jet Tracker works, see ourFlight Tracker FAQ(1)Flight Data provided byAirplanes.live,ADSB.fiandADSB Exchange, click theicon to see the flight on ADSB Exchange.(2)",453,"5,640,600 gallonsAircraft fuel consumption estimates are based on manufacturer data fromGulfstream,Bombardier,Dassault,Learjet,PrivateJetCardComparisons.comandICCT 2CO Emissions From Commercial Aviation(3)",40 days20 hours50 minutes,"32,344metric tonsAirplane carbon emission estimates are based on data fromParamount Carbon Offset CalculatorandICCT 2CO Emissions From Commercial Aviation(4)"
"(CLICK TO ENLARGE)Drake is a Canadian rapper, singer and record producer. He is most famous for his chart-topping hits that are a blend of hip hop, R&B, and pop. He has won numerous awards, including four Grammy Awards. Drake has an estimated net worth of $180 million.Flight History for DrakeDrake",Boeing 767,N767CJ,"77,026 miles",116,"1,029,900 gallons",8 days11 hours23 minutes,"3,437metric tons"
"(CLICK TO ENLARGE)Tom Cruise is an American actor and producer, known for his roles in blockbuster movies such asTop GunandMission: Impossible. Cruise is an aviation enthusiast aand has a pilots license. LikeHarrison Fordhe also owns vintage aircraft. Cruise has an estimated net worth of $570 million.Flight History for Tom CruiseTom Cruise",Bombardier Challenger 350,N350XX,"283,654 miles",291,"246,580 gallons",31 days2 hours8 minutes,"2,272metric tons"
